1581	0.00027800
1582	0.00027800
1583	0.00027800
1584	0.00027800
1585	0.00027800
1586	0.00027800
1587	0.00027800
1588	0.00027800
1589	0.00027800
1590	0.00027800
1591	0.00027800
1592	0.00027800
1593	0.00027800
1594	0.00027800
1595	0.00027800
1596	0.00027800
1597	0.00027800
1598	0.00027800
1599	0.00027800
1600	0.00027800
1601	0.00027800
1602	0.00027800
1603	0.00027800
1604	0.00027800
1605	0.00027800
1606	0.00027800
1607	0.00027800
1608	0.00027800
1609	0.00027800
1610	0.00027800
1611	0.00027800
1612	0.00027800
1613	0.00027800
1614	0.00027800
1615	0.00027800
1616	0.00027800
1617	0.00027800
1618	0.00027800
1619	0.00027800
1620	0.00027800
1621	0.00027800
1622	0.00027800
1623	0.00027800
1624	0.00027800
1625	0.00027800
1626	0.00027800
1627	0.00027800
1628	0.00027800
1629	0.00027800
1630	0.00027800
1631	0.00027800
1632	0.00027800
1633	0.00027800
1634	0.00027800
1635	0.00027800
1636	0.00027800
1637	0.00027800
1638	0.00027800
1639	0.00027800
1640	0.00027800
1641	0.00027800
1642	0.00027800
1643	0.00027800
1644	0.00027800
1645	0.00027800
1646	0.00027800
1647	0.00027800
1648	0.00027800
1649	0.00027800
1650	0.00027800
1651	0.00027800
1652	0.00027800
1653	0.00027800
1654	0.00027800
1655	0.00027800
1656	0.00027800
1657	0.00027800
1658	0.00027800
1659	0.00027800
1660	0.00027800
1661	0.00027800
1662	0.00027800
1663	0.00027800
1664	0.00027800
1665	0.00027800
1666	0.00027800
1667	0.00027800
1668	0.00027800
1669	0.00027800
1670	0.00027800
1671	0.00027800
1672	0.00027800
1673	0.00027800
1674	0.00027800
1675	0.00027800
1676	0.00027800
1677	0.00027800
1678	0.00027800
1679	0.00027800
1680	0.00027800
1681	0.00027800
1682	0.00027800
1683	0.00027800
1684	0.00027800
1685	0.00027800
1686	0.00027800
1687	0.00027800
1688	0.00027800
1689	0.00027800
1690	0.00027800
1691	0.00027800
1692	0.00027800
1693	0.00027800
1694	0.00027800
1695	0.00027800
1696	0.00027800
1697	0.00027800
1698	0.00027800
1699	0.00027800
1700	0.00027800
1701	0.00027800
1702	0.00027800
1703	0.00027800
1704	0.00027800
1705	0.00027800
1706	0.00027800
1707	0.00027800
1708	0.00027800
1709	0.00027800
1710	0.00027800
1711	0.00027800
1712	0.00027800
1713	0.00027800
1714	0.00027800
1715	0.00027800
1716	0.00027800
1717	0.00027800
1718	0.00027800
1719	0.00027800
1720	0.00027800
1721	0.00027800
1722	0.00027800
1723	0.00027800
1724	0.00027800
1725	0.00027800
1726	0.00027800
1727	0.00027800
1728	0.00027800
1729	0.00027800
1730	0.00027800
1731	0.00027800
1732	0.00027800
1733	0.00027800
1734	0.00027800
1735	0.00027800
1736	0.00027800
1737	0.00027800
1738	0.00027800
1739	0.00027800
1740	0.00027800
1741	0.00027800
1742	0.00027800
1743	0.00027800
1744	0.00027800
1745	0.00027800
1746	0.00027800
1747	0.00027800
1748	0.00027800
1749	0.00027800
1750	0.00027800
1751	0.00027800
1752	0.00027800
1753	0.00027800
1754	0.00027800
1755	0.00027800
1756	0.00027800
1757	0.00027800
1758	0.00027800
1759	0.00027800
1760	0.00027800
1761	0.00027800
1762	0.00027800
1763	0.00027800
1764	0.00027800
1765	0.00027805
1766	0.00027811
1767	0.00027822
1768	0.00027834
1769	0.00027847
1770	0.0002786
1771	0.00027873
1772	0.00027887
1773	0.00027901
1774	0.00027915
1775	0.0002793
1776	0.00027946
1777	0.00027962
1778	0.00027978
1779	0.00027994
1780	0.0002801
1781	0.00028024
1782	0.00028038
1783	0.00028052
1784	0.00028066
1785	0.0002808
